X,norm_foldChange,LOGFC,pvalue,pvalue.adj.FDR,STATE
Elane,107.4929207,6.748097839,0,0,UP
Sprr2f,28.07139968,4.811029095,4.30E-05,0.000100343,UP
Smtnl1,22.5940534,4.49787121,0.00031571,0.000690835,UP
Fos,19.98590231,4.320910803,0,0,UP
Ugt8a,18.48604369,4.208364593,0.000956959,0.00201772,UP
Cxcl2,16.77437298,4.068186935,0.005569578,0.010894702,UP
Ms4a3,16.08970469,4.008065942,7.64E-07,2.01E-06,UP
Egr2,13.32820928,3.736411054,6.38E-14,2.35E-13,UP
Fcnb,12.32402913,3.623402092,1.78E-05,4.27E-05,UP
Hpn,10.95469256,3.453477091,0.0001442,0.000324437,UP
Pklr,10.61235841,3.407673401,0.000614844,0.001316581,UP
Ly6c2,10.27002427,3.360367686,3.63E-13,1.29E-12,UP
Rpl13a-ps1,9.194116967,3.20071102,2.46E-10,7.72E-10,UP
Junb,8.649614101,3.112635769,0,0,UP
Car3,7.344623419,2.876688521,0.004044894,0.008030537,UP
Gm10800,7.150979863,2.838140941,0.00013882,0.000312582,UP
Fosb,7.057108422,2.819077175,0,0,UP
Lrmda,6.724420654,2.749409977,0,0,UP
Gsta2,6.66807373,2.737270057,2.12E-07,5.75E-07,UP
Gfi1b,6.664104639,2.736411054,3.10E-06,7.85E-06,UP
Tmem254a,6.628382815,2.728656926,0,0,UP
Slc14a1,6.390237325,2.675869512,0.015771035,0.029336081,UP
Mrgprf,6.259824318,2.646122169,0.003901958,0.007760773,UP
Asb17os,6.085940309,2.605480184,0.000951947,0.002007793,UP
Gm28048,5.933791802,2.568954308,0.001719359,0.003539973,UP
Akr1c18,5.756802721,2.525267774,2.42E-13,8.70E-13,UP
Rdh9,5.629494786,2.493005455,0.002092107,0.004270099,UP
Pgam2,5.173049263,2.37101493,0.009683628,0.018476485,UP
Sprr1a,5.157834412,2.366765457,0.003190459,0.006392549,UP
Slc7a9,5.086107258,2.346561887,0.022952223,0.041686883,UP
Aldh1l1,4.840130251,2.275045872,0,0,UP
Gm47167,4.51881068,2.175943115,0.01028859,0.019581669,UP
Cyr61,4.410460262,2.140929219,0,0,UP
Gm49322,4.306464284,2.106503866,0,0,UP
Ier2,4.16968048,2.059936835,0,0,UP
Nanp,3.866362079,1.95097675,1.84E-05,4.41E-05,UP
Gm29417,3.792008962,1.922962374,0.026571,0.047811854,UP
Gm26825,3.740626727,1.903280008,1.86E-06,4.78E-06,UP
B230209E15Rik,3.697208738,1.886436498,4.47E-07,1.19E-06,UP
Nutf2-ps1,3.485583995,1.801400394,0.000249131,0.000549956,UP
9330198N18Rik,3.423341424,1.775405185,0.022140286,0.040300982,UP
Lhcgr,3.361098853,1.748932974,1.09E-10,3.49E-10,UP
Gm28085,3.325531669,1.73358501,0.011416438,0.021620105,UP
Gm43796,3.290495339,1.718304778,3.52E-08,9.97E-08,UP
Gng10,3.274500492,1.711274848,3.21E-14,1.20E-13,UP
Mrpl53,3.202140901,1.679036791,2.21E-07,5.98E-07,UP
Camp,3.161391161,1.660559552,0,0,UP
Dact2,3.146079061,1.653554926,1.75E-12,6.07E-12,UP
Icam1,3.103829558,1.634049336,0.00643585,0.012508849,UP
Gm17634,3.081007282,1.623402092,0.018222403,0.033617835,UP
Dusp1,3.055459957,1.611389574,0,0,UP
Gm10273,3.044972109,1.606429013,2.15E-07,5.82E-07,UP
Olfr648,3.020595374,1.59483294,0.001082975,0.002274695,UP
Zfp36,3.010770713,1.590132843,0,0,UP
Ctxn3,3.002007095,1.585927387,4.91E-08,1.38E-07,UP
Slc5a4a,2.987643425,1.579007973,0.020486272,0.037459098,UP
Nutf2,2.970675386,1.570790966,0,0,UP
Socs3,2.942884722,1.55723103,0,0,UP
Fam89b,2.941396151,1.556501101,0,0,UP
Gfi1,2.921251348,1.546586495,0.010902331,0.020694036,UP
Slc7a5,2.914384469,1.543191212,0,0,UP
Klf1,2.907916985,1.539986084,1.44E-07,3.93E-07,UP
Abcc2,2.840105478,1.50594451,0.010695321,0.020316694,UP
Isg15,2.837491242,1.50461594,0,0,UP
1700019L13Rik,2.789389308,1.479949302,0.02548114,0.045946284,UP
Tgtp2,2.778947744,1.474538706,0.012434867,0.023434395,UP
Plekhb1,2.749206497,1.459015274,4.63E-09,1.37E-08,UP
Gm45184,2.738673139,1.453477091,0.004623198,0.009123749,UP
Gm2026,2.738673139,1.453477091,0.004293081,0.0084943,UP
Gm10010,2.708904953,1.437709775,0.001596598,0.003296827,UP
Ngp,2.694751023,1.430151984,0,0,UP
Pln,2.688329883,1.426710181,4.47E-08,1.26E-07,UP
Cldn4,2.681617449,1.423103442,0.000199626,0.000443693,UP
Gdf10,2.674983066,1.419529759,0.004796748,0.009447401,UP
Lrrtm4,2.64936858,1.405648565,0.001206113,0.002521559,UP
Isoc2a,2.645309282,1.403436408,0,0,UP
Gm15446,2.627344963,1.393605635,5.55E-16,2.21E-15,UP
Sag,2.627215511,1.39353455,9.29E-06,2.27E-05,UP
Cldn13,2.579447957,1.367062339,1.54E-06,3.99E-06,UP
Gm17322,2.572692949,1.363279282,2.00E-06,5.15E-06,UP
Lgals3,2.567506068,1.360367686,2.01E-10,6.34E-10,UP
Gm40604,2.563398058,1.358057525,2.80E-08,7.96E-08,UP
Tyrobp,2.558101284,1.355073386,2.44E-05,5.79E-05,UP
Nme3,2.543950966,1.347070864,2.33E-13,8.38E-13,UP
Lmcd1,2.523719143,1.335551366,0,0,UP
Myl6b,2.522925577,1.335097649,0,0,UP
Mfap4,2.518203883,1.332395094,0,0,UP
Ccdc182,2.469696313,1.304333651,0.003148669,0.00631393,UP
Rnasek,2.468186903,1.303451647,0.000163482,0.000366488,UP
Akr1c19,2.458968511,1.29805326,0,0,UP
Ifitm6,2.439130765,1.286367105,0.000620373,0.001327991,UP
Commd5,2.412042398,1.270255267,1.11E-16,4.51E-16,UP
Rab4b,2.406946534,1.267204095,0,0,UP
Ell3,2.390536723,1.257334568,0.004284562,0.008479139,UP
Isx,2.379502891,1.250660208,0.003500584,0.006988454,UP
Raver1,2.376201694,1.248657299,3.72E-07,9.97E-07,UP
Kcnip4,2.360303824,1.238972579,0.001197732,0.002504832,UP
Pnliprp1,2.332386465,1.221806856,8.35E-09,2.45E-08,UP
Jun,2.332351307,1.221785108,0,0,UP
Cela1,2.323874105,1.216531914,7.04E-11,2.27E-10,UP
Msx1,2.322597976,1.215739456,0,0,UP
Rac2,2.313706618,1.21020594,0.000196953,0.000438145,UP
Hist2h2aa1,2.290618159,1.195736984,8.55E-12,2.88E-11,UP
Vps37c,2.280189913,1.189153989,3.61E-11,1.18E-10,UP
Hist1h4b,2.279035689,1.188423517,4.15E-06,1.04E-05,UP
Slc38a5,2.273615436,1.184988255,0.013662985,0.025626839,UP
Gm29019,2.270215892,1.182829501,0.023152519,0.042015961,UP
Lrrc3b,2.266717331,1.180604492,3.94E-08,1.11E-07,UP
Spint3,2.263597186,1.178617249,0.025156415,0.045381998,UP
Cd27,2.249624364,1.169684125,1.06E-07,2.93E-07,UP
Zfp985,2.244190489,1.166195138,0.003257283,0.006521158,UP
Aqp1,2.241525467,1.164480891,2.41E-11,7.95E-11,UP
Dhrs11,2.236312978,1.161122111,0,0,UP
Egr1,2.220830732,1.151099437,0,0,UP
Cldn11,2.207288799,1.142275402,7.86E-05,0.000180004,UP
B3gat1,2.195173573,1.134335019,4.41E-06,1.11E-05,UP
Cutal,2.17026928,1.117874059,0.019871814,0.036402838,UP
Pelo,2.16355178,1.113401649,0.000247838,0.000547224,UP
Ramp3,2.132573346,1.092595361,0.011053859,0.020969218,UP
Gm12999,2.117400066,1.082293881,0.000919171,0.0019426,UP
Ube2v1,2.109518499,1.076913739,6.00E-15,2.29E-14,UP
Gm26870,2.109093107,1.076622785,0.001289828,0.002689192,UP
Phpt1,2.107704328,1.075672497,0,0,UP
Nme2,2.096591877,1.068046053,0,0,UP
Ssh3,2.079467724,1.056214293,2.44E-15,9.46E-15,UP
Gm31659,2.073566805,1.052114528,1.40E-06,3.62E-06,UP
Tmem242,2.064073506,1.045494349,0,0,UP
Tmem171,2.062782653,1.044591818,1.11E-16,4.51E-16,UP
Bpifb4,2.062457549,1.044364425,6.97E-05,0.000160183,UP
Hmga1b,2.062320663,1.04426867,1.79E-07,4.88E-07,UP
Grcc10,2.049836736,1.035509008,0,0,UP
Susd2,2.047421505,1.033808143,4.26E-06,1.07E-05,UP
Fancg,2.030395603,1.02176085,0.000180032,0.000401813,UP
Amh,2.023575153,1.01690643,1.78E-15,6.92E-15,UP
AC146911.1,2.012759777,1.009174997,9.55E-05,0.000217624,UP
Ucp1,2.001872751,1.001350273,0.000159563,0.000358067,UP
Itpripl1,2.000061293,1.000044213,0.000112097,0.00025397,UP
Hist1h2ap,1.972690331,0.980164503,0,0,UP
Rpl13a,1.957763969,0.969206842,0,0,UP
Hist1h2an,1.953586839,0.966125386,0.006203724,0.012083796,UP
Gm13166,1.945899336,0.960437079,0.025485467,0.045946284,UP
Agtr2,1.937871247,0.95447272,8.46E-09,2.48E-08,UP
Opn1sw,1.931932214,0.950044475,0.001607115,0.003316121,UP
Chil3,1.920627916,0.941578052,0.016578895,0.030749195,UP
Syt13,1.89854877,0.92489706,0.000281228,0.000618326,UP
Pnliprp2,1.888243059,0.917044484,5.56E-06,1.38E-05,UP
Gm4737,1.849626262,0.887233787,0.005027514,0.009887144,UP
Hamp2,1.849310213,0.88698725,1.30E-05,3.14E-05,UP
Tspan32,1.847111323,0.885270818,5.80E-07,1.53E-06,UP
Vps25,1.840046015,0.879741845,9.26E-07,2.43E-06,UP
Gm13830,1.812924472,0.858318823,0.003333936,0.006667873,UP
Gstp1,1.812363489,0.857872332,0,0,UP
Sult5a1,1.806663956,0.853328186,0.00125678,0.002623054,UP
2310040G07Rik,1.804386209,0.851508165,0.0001387,0.000312348,UP
Fcer1g,1.800975271,0.848778372,0.001239965,0.002589597,UP
Hspb6,1.797981586,0.846378246,3.30E-13,1.18E-12,UP
Akr1c13,1.783390824,0.834622899,2.49E-07,6.72E-07,UP
Rpl23a,1.781461842,0.833061582,0,0,UP
Cnih2,1.773241601,0.826389114,0.010285826,0.019578292,UP
Pdf,1.764100265,0.818932561,0.027365309,0.049174058,UP
Lzts1,1.752210281,0.809175922,7.04E-10,2.17E-09,UP
Chrna4,1.751260375,0.808393597,0.010427142,0.019832014,UP
Amph,1.751260375,0.808393597,0.006353176,0.012359089,UP
Il15,1.745232883,0.803419562,0.007397113,0.01428179,UP
Car2,1.734925638,0.794873828,0,0,UP
Nab2,1.72902791,0.789961158,0,0,UP
Il13ra2,1.726135535,0.787545748,0.000158918,0.000356661,UP
Bhlhe41,1.716599815,0.779553748,0,0,UP
Gm45765,1.713034593,0.776554285,0.000572526,0.001229158,UP
Bcl3,1.705370084,0.770084854,0.010117148,0.019268347,UP
Prtn3,1.69899167,0.764678779,0.000315573,0.000690618,UP
Plac8,1.698137737,0.763953482,8.72E-08,2.42E-07,UP
S100a8,1.691502794,0.75830556,0,0,UP
Scara3,1.690315274,0.75729236,1.27E-06,3.29E-06,UP
Cisd3,1.686131954,0.753717443,0,0,UP
Srxn1,1.685723625,0.753368026,0.000325858,0.000711786,UP
Usp50,1.684379226,0.752216988,0,0,UP
Rogdi,1.680860639,0.749200115,0,0,UP
Pced1b,1.680743328,0.749099423,0,0,UP
Gm20878,1.67884415,0.747468309,0.023982558,0.043402858,UP
Gm21988,1.676256835,0.745243215,2.24E-07,6.06E-07,UP
Jakmip1,1.675423567,0.744525873,0.017089846,0.031655329,UP
Timm23,1.667998455,0.738117953,7.53E-07,1.98E-06,UP
Myl9,1.667780702,0.7379296,0,0,UP
Mospd3,1.666388418,0.736724717,0,0,UP
Cd24a,1.647207103,0.720021956,2.44E-15,9.46E-15,UP
Acer1,1.646117366,0.719067201,0.010631749,0.020203692,UP
Rhd,1.644374257,0.717538691,0.000163914,0.000367372,UP
Tgfbr3l,1.642451759,0.715850997,0,0,UP
P2rx6,1.641647819,0.715144661,0.013135497,0.024691291,UP
Arhgap20,1.631436147,0.706142523,0.00368802,0.007348559,UP
Ak1,1.630539499,0.70534939,0.023646759,0.042834315,UP
Sfrp4,1.630416305,0.705240384,0.006221053,0.012113973,UP
Mia,1.629398963,0.704339895,0,0,UP
Tmem129,1.624770507,0.700235957,1.87E-06,4.81E-06,UP
2610001J05Rik,1.622199095,0.697950894,0,0,UP
Lgi3,1.614709018,0.691274205,0.024198547,0.043757731,UP
Rnaset2b,1.603022875,0.680795013,0,0,UP
Rpl31,1.602952081,0.680731298,0,0,UP
Map4k1,1.601181915,0.679137226,0.020635838,0.037718637,UP
Rnaset2a,1.598877366,0.677059288,0,0,UP
Plk2,1.593723655,0.672401493,3.06E-09,9.13E-09,UP
B430010I23Rik,1.593555423,0.672249196,0.026274974,0.04731791,UP
Akr1c14,1.592583651,0.671369152,0,0,UP
Arl6ip5,1.586620781,0.66595735,0,0,UP
Fam84a,1.58530576,0.664761122,0.001698486,0.003498818,UP
B630019K06Rik,1.57538912,0.655708217,1.45E-05,3.50E-05,UP
Rsph3a,1.570631694,0.651344915,1.54E-05,3.70E-05,UP
Mt2,1.565870417,0.646964828,0,0,UP
Pak3,1.560073467,0.64161397,1.30E-09,3.94E-09,UP
Runx1t1,1.558480091,0.640139725,1.37E-07,3.75E-07,UP
Dnajb1,1.555926375,0.637773795,0,0,UP
Marcksl1,1.555360593,0.637249092,0,0,UP
Sfxn3,1.554237202,0.6362067,0,0,UP
Tmem45a,1.546962776,0.629438482,0.00089064,0.001884716,UP
Mdfi,1.546514088,0.629019975,0,0,UP
Mocs1,1.545508526,0.628081613,0.002128564,0.004340481,UP
Col8a1,1.54478912,0.627409908,3.57E-05,8.36E-05,UP
Rsph3b,1.54445089,0.627093997,0.000110634,0.000250828,UP
Ppp1r15a,1.536861788,0.619987428,1.80E-14,6.76E-14,UP
Cd83,1.53412779,0.617418662,0.003536254,0.007056106,UP
Tmem9b,1.531482515,0.614928896,2.34E-14,8.77E-14,UP
Ubl7,1.528331455,0.61195746,0,0,UP
Igf2,1.526330571,0.610067453,0.000334065,0.000729071,UP
Rgs2,1.520556534,0.604599456,0,0,UP
Gnb1l,1.519813116,0.603893933,0.007825549,0.015073686,UP
Oaz2,1.515209906,0.599517668,0,0,UP
Adck2,1.514641027,0.598975912,5.39E-08,1.51E-07,UP
Ncam1,1.512781889,0.597203997,4.57E-08,1.29E-07,UP
Ogg1,1.51177347,0.596241977,0.00065786,0.001405197,UP
Osr2,1.507064813,0.591741463,5.47E-05,0.000126746,UP
Hist1h1e,1.504397124,0.589185453,0,0,UP
Ctse,1.488881826,0.57422925,0.014397558,0.026930605,UP
Slc7a11,1.480718013,0.566296921,2.59E-10,8.11E-10,UP
Btg2,1.476891428,0.562563772,0,0,UP
Klhl3,1.473172518,0.558926389,0.003172136,0.006357123,UP
Prkaca,1.472829915,0.558590835,0,0,UP
Ppp1r8,1.472189348,0.557963238,6.27E-13,2.21E-12,UP
Pglyrp1,1.469448307,0.555274608,1.15E-05,2.80E-05,UP
Chtf8,1.468924684,0.554760426,0,0,UP
Lyz2,1.467405767,0.55326786,8.10E-05,0.000185341,UP
Ccdc85b,1.464445302,0.550354309,7.15E-09,2.10E-08,UP
Adam8,1.463915372,0.549832154,0.021534005,0.039262406,UP
Gm11808,1.46249029,0.548427046,0,0,UP
Hist1h2ag,1.456329716,0.542337022,0.000987346,0.002079574,UP
Nop53,1.452291912,0.538331465,0,0,UP
Cdkn1a,1.452263841,0.53830358,9.31E-06,2.27E-05,UP
Spink4,1.452111664,0.538152398,0.000151887,0.000341228,UP
Dynlt1c,1.451921835,0.537963787,1.11E-16,4.51E-16,UP
Klc2,1.450349086,0.536400186,2.18E-08,6.26E-08,UP
Zfp954,1.443040238,0.529111528,0.013531071,0.025391449,UP
Rrad,1.435533779,0.521587279,4.98E-06,1.24E-05,UP
Tmem38a,1.43287887,0.518916655,0.005831172,0.011385025,UP
Bche,1.430195973,0.516212846,0.02257163,0.041044608,UP
Cox6a1,1.425600353,0.511569599,0,0,UP
Cga,1.423518952,0.5094617,0.023432458,0.042473343,UP
Mmd,1.423287917,0.509227534,2.34E-13,8.41E-13,UP
Gnaz,1.42311716,0.509054438,0.027704758,0.049752405,UP
Smtnl2,1.42043828,0.506336146,1.36E-08,3.94E-08,UP
B3galnt1,1.419977715,0.505868288,5.08E-08,1.43E-07,UP
Gdpd2,1.413508717,0.49928078,0.006366968,0.012383483,UP
Id2,1.413442025,0.49921271,1.27E-10,4.03E-10,UP
Slc46a1,1.410238831,0.495939511,0.000152876,0.000343412,UP
Plcb1,1.408720143,0.494385034,0.016555907,0.030709438,UP
Ap5s1,1.407559502,0.493195911,1.56E-08,4.51E-08,UP
Zfp513,1.403946175,0.489487626,2.36E-05,5.62E-05,UP
Rph3al,1.40379148,0.489328652,5.03E-08,1.41E-07,UP
Slc16a4,1.402074212,0.487562714,2.33E-06,5.96E-06,UP
Hist2h2be,1.401400925,0.486869753,0.000592851,0.001270724,UP
Cpa2,1.400605911,0.486051081,3.55E-06,8.97E-06,UP
Dkk3,1.396930254,0.482259991,0.023277902,0.042216399,UP
Tmem170,1.391837405,0.476990685,0.015879375,0.029518184,UP
Nop10,1.386333765,0.471274634,0,0,UP
Tomm6,1.385922526,0.470846612,1.12E-11,3.75E-11,UP
Slc25a18,1.384476655,0.469340727,0.000380897,0.000828081,UP
Ramp1,1.381238916,0.465962887,1.06E-05,2.58E-05,UP
Cdk2,1.381056997,0.465772861,2.51E-07,6.76E-07,UP
Uba52,1.380391635,0.465077636,0,0,UP
Mfap2,1.375941087,0.4604187,0,0,UP
Gm14305,1.370209871,0.454396883,7.62E-08,2.12E-07,UP
Fam198a,1.36933657,0.453477091,0.013804634,0.025880255,UP
Bloc1s1,1.367248636,0.451275623,0,0,UP
Cited4,1.365063556,0.448968123,0,0,UP
Laptm4b,1.36294988,0.446732511,0,0,UP
Rfng,1.360530547,0.444169348,0.004620122,0.00911859,UP
Sesn2,1.358337882,0.44184239,0.01937408,0.035626271,UP
Rasd1,1.357717956,0.441183814,2.95E-05,6.96E-05,UP
Med18,1.355532774,0.438859994,0.012467088,0.023490644,UP
Tubb3,1.353993863,0.4372212,0.002111935,0.004307016,UP
Shisa5,1.348891268,0.431774059,2.65E-13,9.49E-13,UP
Rab26os,1.34762261,0.430416539,0.000183151,0.000408543,UP
Morn1,1.343500031,0.425996354,0.007086232,0.013728448,UP
Asna1,1.341941277,0.424321541,1.33E-15,5.22E-15,UP
Lrrc8a,1.341812216,0.424182784,4.59E-10,1.42E-09,UP
Plekhf1,1.340173545,0.422419834,0.00015883,0.000356504,UP
Tbc1d25,1.339782543,0.421998859,0.027777834,0.049874584,UP
Hist3h2a,1.337578423,0.41962348,7.23E-14,2.66E-13,UP
Gatc,1.336174029,0.418107923,0.00037522,0.000816097,UP
Tcf19,1.335273471,0.417135243,0.019755151,0.036205883,UP
Zdhhc7,1.33477918,0.416601088,0.007444521,0.014367715,UP
Zfp623,1.331546437,0.413102743,0.012024209,0.022701559,UP
Alg3,1.331341659,0.412880854,0.000743888,0.001584334,UP
Dhrs3,1.330981688,0.412490722,1.10E-07,3.04E-07,UP
Rnf26,1.328638021,0.409948105,1.76E-06,4.54E-06,UP
Eef1g,1.328417824,0.409708985,0,0,UP
Vopp1,1.328352905,0.40963848,0.01989831,0.036448002,UP
G6pc3,1.327107282,0.408285001,2.23E-08,6.38E-08,UP
Tagap1,1.322176147,0.402914392,0.002925027,0.005880962,UP
Rpl4,1.322080455,0.402809975,0,0,UP
Ppp2r1b,1.321499484,0.402175862,0.009164846,0.01752551,UP
Exoc3l2,1.320383127,0.400956608,1.68E-05,4.04E-05,UP
Tmsb10,1.320042151,0.400583997,0,0,UP
Ttyh2,1.314574398,0.394595793,0,0,UP
Inha,1.313961656,0.393923176,1.98E-13,7.12E-13,UP
Chst12,1.310650717,0.390283264,0.02109977,0.038520367,UP
Rundc1,1.310482562,0.390098157,0.004311279,0.008529453,UP
Gstm6,1.308940998,0.388400068,0,0,UP
Mro,1.307093998,0.386362895,7.65E-09,2.24E-08,UP
Jund,1.304600817,0.383608437,0,0,UP
Dlk1,1.300178157,0.378709322,3.59E-14,1.33E-13,UP
Ptp4a1,1.299043776,0.377450048,0,0,UP
Tom1,1.297266224,0.375474579,0.018890837,0.034773198,UP
Hspa1a,1.296654161,0.374793741,5.63E-09,1.66E-08,UP
Ube2l6,1.294676335,0.372591474,1.09E-09,3.33E-09,UP
Ppp4c,1.29270136,0.370389022,0,0,UP
Cenpt,1.291856787,0.369446144,0.002326086,0.004728154,UP
H19,1.289225938,0.36650512,1.11E-16,4.51E-16,UP
Rmdn3,1.287766457,0.364870977,0.010063245,0.019176762,UP
Ifitm1,1.283888897,0.360520363,0,0,UP
Atp6ap1,1.283054884,0.359582885,8.76E-14,3.20E-13,UP
Trib2,1.282817127,0.35931552,0.009846618,0.01877661,UP
Tmem178,1.281745744,0.358110108,1.93E-05,4.62E-05,UP
Anapc11,1.27695024,0.352702308,0,0,UP
Ptgr1,1.271196933,0.34618755,1.05E-14,4.00E-14,UP
Pgghg,1.270266629,0.345131351,0.001525959,0.003157552,UP
Gm26699,1.27019908,0.345054631,6.78E-06,1.67E-05,UP
6330403K07Rik,1.269685979,0.344471731,0.000968044,0.002040006,UP
Copz1,1.269639567,0.344418994,7.98E-13,2.80E-12,UP
Slc7a4,1.268391887,0.343000554,0.008982028,0.017187542,UP
Wdr86,1.267701852,0.342215481,0.001155251,0.00242034,UP
Gtf2e1,1.264326096,0.338368613,0.007391036,0.01427145,UP
Rgl2,1.264291572,0.338329218,0.000281976,0.000619833,UP
Tgm2,1.263671228,0.337621163,4.72E-06,1.18E-05,UP
Rps6,1.261439517,0.335071034,0,0,UP
Repin1,1.261200119,0.334797212,0.002660166,0.005369172,UP
Cxcl1,1.258581406,0.331798534,4.90E-06,1.22E-05,UP
Trim32,1.257888471,0.331004013,0.000138634,0.000312234,UP
Pfas,1.25508918,0.327789878,0.007743338,0.014925499,UP
Gstm1,1.253063104,0.325459071,0,0,UP
Limd2,1.253041239,0.325433896,9.84E-08,2.72E-07,UP
Hoxc5,1.252835422,0.325196908,0.022192902,0.040393041,UP
Adipor1,1.244047992,0.315042142,7.11E-15,2.71E-14,UP
Rnf114,1.242546146,0.313299433,5.42E-05,0.000125542,UP
Snapc2,1.241043086,0.311553203,8.16E-07,2.14E-06,UP
Psme3,1.237787561,0.307763729,0.000100998,0.000229719,UP
Gm16075,1.237548907,0.307485541,0.008868932,0.016982622,UP
Hs3st3a1,1.234342483,0.303742743,2.35E-05,5.60E-05,UP
Enpp2,1.233039465,0.302218976,1.17E-09,3.56E-09,UP
Ccng2,1.231293015,0.300174125,0.000314824,0.000689054,UP
Pdk2,1.229902187,0.298543584,0.000637601,0.001363393,UP
Abcb8,1.229552044,0.298132802,0.003095193,0.006209212,UP
Eefsec,1.229168259,0.297682418,0.002229856,0.004540948,UP
Hsd17b7,1.227995503,0.296305277,0.000531077,0.001143022,UP
Gm6710,1.226862244,0.294973268,0.005889196,0.011496046,UP
Pisd,1.226246721,0.294249279,0.00075838,0.001613464,UP
Rps17,1.225491679,0.293360689,0,0,UP
Pla2g5,1.225479301,0.293346116,0.000814716,0.001729415,UP
Gm2000,1.225392657,0.293244111,0.001923436,0.003943731,UP
Selenop,1.224807897,0.29255549,1.11E-16,4.51E-16,UP
Gmppa,1.224715866,0.292447083,0.022987167,0.041742688,UP
Hist1h2ae,1.223493976,0.291006998,0.009852133,0.018785316,UP
Lypla1,1.222904624,0.290311891,0.000251733,0.000555267,UP
Wdr74,1.222709215,0.290081343,0.000951795,0.002007687,UP
Dhcr7,1.222665956,0.2900303,0.019987858,0.036584936,UP
Nrtn,1.22075177,0.287769869,3.83E-08,1.08E-07,UP
Pex19,1.217990845,0.284503289,1.54E-08,4.44E-08,UP
Tmem185b,1.216449477,0.282676402,0.010694727,0.020316694,UP
Pabpn1,1.214830257,0.280754746,0,0,UP
Ap3s1,1.213288169,0.278922247,7.44E-15,2.83E-14,UP
Hmgcs2,1.211248659,0.276495068,0,0,UP
Ahcy,1.211017003,0.276219122,4.36E-05,0.000101725,UP
C1qa,1.20823815,0.272904845,0.005665213,0.01107083,UP
Nipsnap2,1.208049156,0.272679159,2.14E-08,6.14E-08,UP
Kpna2,1.206620425,0.270971909,0.007425506,0.014332414,UP
Abhd4,1.206199273,0.270468271,1.18E-05,2.87E-05,UP
Ftl1,1.2043955,0.268309223,0,0,UP
Tob1,1.203955724,0.267782337,5.56E-06,1.38E-05,UP
Cbfb,1.203071823,0.266722773,4.15E-06,1.04E-05,UP
Kctd10,1.202742664,0.266328,0.000414794,0.0008996,UP
Mad2l2,1.202634726,0.266198522,0.021926917,0.039938313,UP
Epdr1,1.200047109,0.263091042,2.77E-12,9.55E-12,UP
E2f4,1.196872022,0.259268897,0.000141901,0.000319375,UP
Ndrg3,1.196089015,0.258324761,0.005205585,0.010216018,UP
Elovl5,1.194894998,0.256883846,0.00029437,0.000646001,UP
Polr2l,1.194668126,0.256609899,0,0,UP
Bcl2l1,1.192897412,0.254469978,0.00031022,0.000679654,UP
Ccm2,1.190408144,0.251456302,0.000925634,0.001955005,UP
Tmem53,1.189793694,0.250711438,0.003763714,0.007497118,UP
Gm21972,13.6933657,3.775405185,0.113016982,0.18310002,NA
Hist1h2ah,13.6933657,3.775405185,0.113017164,0.18310002,NA
Cd7,13.00869741,3.701404604,0.057457284,0.098124167,NA
Cd3g,12.32402913,3.623402092,0.454022249,0.605689494,NA
Tmem200c,10.95469256,3.453477091,0.202288577,0.308885292,NA
Ces2e,10.95469256,3.453477091,0.202300899,0.308885292,NA
Clca3b,10.95469256,3.453477091,0.202301887,0.308885292,NA
Aoah,10.95469256,3.453477091,0.202302071,0.308885292,NA
Rbp2,9.585355987,3.260832013,0.396212928,0.541496194,NA
Gm11639,9.585355987,3.260832013,0.280703825,0.409417505,NA
Gm17059,9.585355987,3.260832013,0.067159211,0.113507556,NA
5930412G12Rik,8.900687702,3.153916809,0.125465134,0.201763842,NA
Gm21738,8.900687702,3.153916809,0.032447945,0.057601143,NA
Esx1,8.216019417,3.038439591,0.341702155,0.483739981,NA
Samd13,8.216019417,3.038439591,0.341706484,0.483739981,NA
Gm45736,8.216019417,3.038439591,0.3417158,0.483739981,NA
4933416C03Rik,7.531351133,2.912908709,0.125214676,0.201393808,NA
Adgre1,7.18901699,2.845794513,0.032255277,0.057444643,NA
Was,6.846682848,2.775405185,0.416115005,0.564884742,NA
C130026L21Rik,6.846682848,2.775405185,0.416116119,0.564884742,NA
Gm44732,6.846682848,2.775405185,0.416120726,0.564884742,NA
G730013B05Rik,6.846682848,2.775405185,0.416127193,0.564884742,NA
Gm10550,6.846682848,2.775405185,0.228898466,0.340974654,NA
Gm28592,6.846682848,2.775405185,0.228902876,0.340974654,NA
Dnmt3c,6.390237325,2.675869512,0.159745718,0.248803484,NA
Gimap3,6.162014563,2.623402092,0.386684286,0.529970124,NA
Sell,6.162014563,2.623402092,0.225838417,0.336893373,NA
Hsd11b1,6.162014563,2.623402092,0.177165012,0.273714964,NA
Mpig6b,5.819680421,2.540939932,0.062357972,0.105890289,NA
Gm38093,5.477346278,2.453477091,0.5305386,0.677994145,NA
Gm29811,5.477346278,2.453477091,0.530542664,0.677994145,NA
Loxl4,5.477346278,2.453477091,0.530549731,0.677994145,NA
Bglap2,5.477346278,2.453477091,0.530553889,0.677994145,NA
Irs4,5.477346278,2.453477091,0.53055436,0.677994145,NA
Slc17a4,5.477346278,2.453477091,0.530554491,0.677994145,NA
Gm2109,5.477346278,2.453477091,0.530555724,0.677994145,NA
