x,norm_foldChange,logFC,pvalue,pvalue.adj.FDR,State
Apoc2,76.70431894,6.261235908,1.38E-08,5.66E-08,up
Ctsg,35.47574751,5.148761178,0,0,up
Ms4a3,34.99634551,5.129132372,3.53E-14,2.06E-13,up
Prg2,30.68172757,4.939307813,1.52E-11,7.50E-11,up
Elane,26.12740864,4.707492138,0,0,up
Mpo,23.65049834,4.563798678,0,0,up
Nkg7,20.45448505,4.354345312,2.54E-05,7.96E-05,up
Fos,12.36352509,3.628018238,0,0,up
Fosb,11.77519113,3.557678572,0,0,up
Nod2,11.50564784,3.524270314,0.011747948,0.026925954,up
Hcst,10.35508306,3.37226722,0.000741002,0.001981414,up
Ly6c2,10.19360028,3.349591782,2.58E-12,1.34E-11,up
Gm26825,10.13592786,3.341406256,2.09E-10,9.59E-10,up
5430431A17Rik,10.06744186,3.331625236,0.002734312,0.006862142,up
Napsa,8.820996678,3.140941674,0.007515672,0.017705732,up
Xlr5b,8.789036545,3.135705026,6.94E-07,2.50E-06,up
Gm2564,8.309634551,3.05478503,0.001840091,0.00471817,up
Rpl13a-ps1,7.095149502,2.826833084,0.000136905,0.000396233,up
Hist2h2aa1,6.994910903,2.806305681,0,0,up
Prss34,6.985571903,2.804378233,2.10E-05,6.62E-05,up
Tmem254a,6.574655909,2.716915392,0,0,up
Cst7,6.300711913,2.655514847,0.019811817,0.04378965,up
Gm15446,6.262567812,2.64675432,0,0,up
Igkv8-31,5.992524917,2.583164003,0.010547386,0.024363426,up
Fcnb,5.944584718,2.571576028,0.000812069,0.002160638,up
Gm773,5.75282392,2.524270314,4.80E-10,2.15E-09,up
AC126936.1,5.578495923,2.479876194,0.003339633,0.008290201,up
Nutf2-ps1,5.497142857,2.458681972,0.000549104,0.001487996,up
AC163633.1,5.301622044,2.406433823,0.000179083,0.000512607,up
Sult1c1,5.022306597,2.328350104,0.000128678,0.000373407,up
Raver1,5.011929931,2.325366245,2.73E-11,1.33E-10,up
Fbxw18,4.985780731,2.317819436,0.021498924,0.047249385,up
Cd53,4.794019934,2.261235908,0.021850564,0.047984886,up
Ptprcap,4.794019934,2.261235908,0.001945619,0.004968787,up
Dmrtc2,4.696182792,2.231488564,4.46E-09,1.88E-08,up
Cntfr,4.64262983,2.214942255,0.000587974,0.00158789,up
Gc,4.535295048,2.18119641,2.53E-12,1.32E-11,up
Rhox2a,4.29544186,2.102806545,9.64E-09,3.98E-08,up
Gal3st3,4.286417823,2.099772485,0.004154731,0.010171892,up
Gm16677,4.130232558,2.046223017,9.13E-05,0.000269973,up
Cdkn2a,4.051105586,2.018315687,0,0,up
Junb,4.039363207,2.014127875,0,0,up
Egr1,3.859077585,1.948256049,0,0,up
Lrmda,3.835215947,1.939307813,7.43E-10,3.29E-09,up
Gm33301,3.766729948,1.913312604,0.000965072,0.002548193,up
Gm20750,3.711499303,1.892002098,0.000484969,0.001322168,up
Rnasek,3.687707641,1.882724284,0.000657612,0.00176823,up
Dppa4,3.675415282,1.877907268,0.002290672,0.005803611,up
Gm42980,3.675415282,1.877907268,0.001262622,0.003295145,up
Gm26882,3.652586616,1.868918485,2.37E-05,7.43E-05,up
Mael,3.642453788,1.864910669,0,0,up
Olfr552,3.622148394,1.856845653,0.013058651,0.029685846,up
Ier2,3.502417436,1.808351042,0,0,up
Kcnh6,3.486559952,1.801804289,3.19E-06,1.09E-05,up
Uba52,3.43677491,1.781055366,0,0,up
Gm6880,3.434521743,1.780109218,3.75E-08,1.48E-07,up
Rbakdn,3.429568106,1.778026906,1.18E-10,5.51E-10,up
Reg2,3.403754153,1.767126837,0.00016731,0.000480089,up
Kcna5,3.402207695,1.766471216,0.001131192,0.002967804,up
Amh,3.346413914,1.742615902,8.28E-07,2.97E-06,up
Vps37c,3.296940024,1.721127643,1.83E-11,8.98E-11,up
Gm5128,3.294352159,1.719994784,0.000558049,0.001511616,up
Gm4779,3.271213602,1.709825967,0,0,up
Myl6b,3.262371192,1.705920941,0,0,up
Xlr3b,3.249840881,1.700369083,1.16E-08,4.78E-08,up
Prr19,3.229655534,1.691380299,0.00117977,0.003090335,up
Tc2n,3.221581395,1.687769046,0.021007881,0.046257559,up
Gm20878,3.210878467,1.68296806,1.14E-07,4.37E-07,up
8030474K03Rik,3.190356628,1.673717702,3.15E-10,1.43E-09,up
Klf15,3.168221869,1.66367337,0.007499646,0.017674181,up
Slc7a5,3.149736174,1.655230991,0,0,up
Fmr1nb,3.147771579,1.654330854,1.11E-16,7.31E-16,up
Nefh,3.146843854,1.653905594,0.001970756,0.005027144,up
4930562C15Rik,3.119690584,1.641402947,5.98E-06,1.99E-05,up
Gm14698,3.116112957,1.639747531,0.007400623,0.017455481,up
4930550L24Rik,3.097674419,1.631185517,0.012455897,0.028413578,up
Hist1h2ai,3.021685291,1.595353412,0.00562749,0.013501881,up
Hist1h2ap,2.978150004,1.574416422,0,0,up
Cyr61,2.973728172,1.572272777,0,0,up
Has3,2.946568349,1.559035732,0.002240895,0.005683984,up
2310040G07Rik,2.946568349,1.559035732,8.11E-07,2.91E-06,up
Tcl1,2.940332226,1.555979173,1.92E-12,1.01E-11,up
Olfr648,2.932812195,1.55228469,0.003535741,0.008746284,up
Mrpl53,2.926875328,1.549361295,0.001764564,0.004533324,up
Gm10273,2.904612077,1.538345499,3.35E-05,0.000103604,up
Gm10269,2.90380636,1.53794525,0.01264302,0.028810531,up
Prtn3,2.899635586,1.5358716,0,0,up
Gm15234,2.897718715,1.534917558,0.001870659,0.004791582,up
Gm11713,2.87641196,1.524270314,0.00041187,0.001131455,up
Gm47448,2.83472483,1.503208698,0.000232384,0.000657093,up
Lrp8os2,2.824113561,1.497798102,0.001316356,0.003428593,up
Ccdc85b,2.801091902,1.485989318,0,0,up
Fcgbp,2.794228761,1.482450138,0.01779711,0.039615442,up
Rhox1,2.790665262,1.480609085,0,0,up
Arhgap20os,2.786923588,1.478673447,8.75E-05,0.000259655,up
1700018B24Rik,2.74324474,1.455883339,0,0,up
Agtr2,2.737291382,1.452749016,6.65E-12,3.36E-11,up
Gmfg,2.709663441,1.43811367,0.001416322,0.00367108,up
Bicdl2,2.684651163,1.42473464,0.015840609,0.035492006,up
Tex11,2.674982551,1.419529481,1.93E-06,6.67E-06,up
Nxf2,2.666496294,1.414945323,1.07E-10,5.00E-10,up
Arl14epl,2.652011027,1.407086774,0.004925237,0.011915256,up
Tex19.1,2.649960767,1.405971001,2.85E-11,1.38E-10,up
1700016H13Rik,2.643189369,1.402279789,0.015074165,0.033884715,up
Schip1,2.614919964,1.38676679,3.94E-07,1.45E-06,up
Gstp1,2.609448073,1.383744693,0,0,up
Hey2,2.586540987,1.371024053,0.012867458,0.029281498,up
Gabra3,2.584602051,1.369942167,0.018721387,0.04154195,up
Gm49322,2.57240094,1.363115522,9.64E-07,3.43E-06,up
Dusp1,2.565524202,1.359253635,0,0,up
Mageb4,2.538912957,1.344210935,2.18E-12,1.14E-11,up
Zfp36,2.53737887,1.343338952,0,0,up
4933416C03Rik,2.537142857,1.343204755,0.003234205,0.008040598,up
Gm13166,2.535142745,1.342066982,0.00286795,0.007180584,up
Wfdc15a,2.512727689,1.329254331,5.87E-05,0.000177078,up
Morn5,2.492890365,1.317819436,8.94E-07,3.19E-06,up
Slc6a7,2.483459507,1.312351223,0.004173592,0.010215541,up
Rpl23a,2.481186416,1.311030132,0,0,up
Fam89b,2.47066472,1.304899244,0,0,up
Grcc10,2.425875264,1.27850537,0,0,up
Rsph3a,2.406264832,1.266795433,9.59E-12,4.79E-11,up
Lfng,2.40416522,1.265536045,1.46E-05,4.68E-05,up
Lhx8,2.403167424,1.264937161,0,0,up
Figla,2.402347121,1.264444624,0,0,up
Cd27,2.397009967,1.261235908,2.79E-07,1.04E-06,up
Syce3,2.394624882,1.259799676,0,0,up
1700067K01Rik,2.380478864,1.251251819,0.000329384,0.000914251,up
Gm364,2.372298524,1.246285566,0.000256678,0.000722174,up
Xlr4b,2.356382679,1.236573853,7.13E-05,0.000213373,up
Nobox,2.346465987,1.230489548,8.16E-13,4.39E-12,up
Tex101,2.346164301,1.230304048,6.11E-15,3.72E-14,up
Gm34934,2.301129568,1.202342219,0.004801949,0.011632643,up
Xlr4a,2.298886752,1.200935397,2.20E-06,7.58E-06,up
Syce1,2.298409557,1.200635897,2.09E-11,1.02E-10,up
Hmga1b,2.295598007,1.198870027,1.60E-07,6.04E-07,up
Rpl39l,2.293516236,1.197561121,6.66E-16,4.25E-15,up
Coro1a,2.291167968,1.196083228,0.003770622,0.009291286,up
Smtnl2,2.267464161,1.181079748,0,0,up
Pcsk1n,2.263406133,1.178495477,5.09E-08,2.00E-07,up
Gm11985,2.254721704,1.172949375,1.11E-16,7.31E-16,up
Nutf2,2.249707678,1.169737553,0,0,up
Xlr,2.21353513,1.14635227,2.04E-05,6.45E-05,up
Gm27164,2.208481093,1.143054481,1.01E-05,3.29E-05,up
Gtsf1,2.204785979,1.140638619,0,0,up
Ddx25,2.1948525,1.13412399,1.56E-07,5.89E-07,up
Ell3,2.19155197,1.131952891,0.007205307,0.017020593,up
Gm4737,2.188967592,1.130250596,0.000372996,0.001028951,up
Hormad1,2.187786416,1.129471901,3.48E-09,1.48E-08,up
Rpl31,2.187075241,1.129002853,0,0,up
Wdr93,2.18607309,1.128341637,0.002938536,0.007347083,up
AU015836,2.18127907,1.125174358,0.007886103,0.018525458,up
Jun,2.171468329,1.118670911,0,0,up
Slco1a4,2.169924812,1.117645054,0.00034305,0.000950401,up
Terb1,2.13676317,1.095427015,0.003954058,0.00970702,up
Pdzk1,2.135872296,1.09482539,0.001132917,0.002971936,up
Tex12,2.129073514,1.090225765,4.05E-12,2.08E-11,up
Mt2,2.126122228,1.088224538,0,0,up
Xdh,2.122152824,1.085528554,0.00020448,0.0005821,up
Ssh3,2.119019752,1.083397035,2.24E-14,1.32E-13,up
Sag,2.116839971,1.081912208,0.008691864,0.020285801,up
Sohlh2,2.115981212,1.081326818,0.012765242,0.029068955,up
Fhl4,2.104691678,1.073608905,0.014592382,0.032892719,up
Rpl13a,2.100982365,1.071064053,0,0,up
Tmem267,2.080808652,1.057144303,1.83E-07,6.92E-07,up
Fgfbp3,2.076950756,1.054467011,0,0,up
Rsph3b,2.072253778,1.051200693,7.86E-07,2.82E-06,up
Per1,2.067031971,1.047560703,2.04E-13,1.14E-12,up
Nr4a2,2.063512928,1.045102477,0.021028824,0.046298519,up
Acer1,2.061944057,1.044005192,0.009082444,0.021149961,up
Cfap43,2.059653008,1.042401306,0.001294096,0.003374166,up
Rpl35,2.057051784,1.040578113,0,0,up
Gpat2,2.054579972,1.038843486,0.000211386,0.00060038,up
Gm2694,2.047370919,1.033772497,0.000665125,0.001787218,up
Stk31,2.042669363,1.030455701,3.89E-15,2.39E-14,up
Lrrc18,2.037458472,1.026770654,0.006485657,0.015431715,up
Mid1,2.035978836,1.025722565,0.00026444,0.00074306,up
Ly6k,2.035012543,1.025037687,0.000121133,0.000352649,up
Ccno,2.027394689,1.019626977,2.29E-07,8.58E-07,up
Phpt1,2.025349378,1.018170798,0,0,up
Ddx4,2.021129226,1.015161567,1.58E-10,7.29E-10,up
Xlr3a,2.018534709,1.013308394,0.007084449,0.016767716,up
Gm28050,2.012539061,1.009016785,0.014174776,0.031998792,up
Socs3,1.988466467,0.991656233,0,0,up
Tktl1,1.986093972,0.989933886,3.48E-05,0.000107428,up
Nme2,1.985408656,0.989435987,0,0,up
Slc25a31,1.979566228,0.985184335,1.33E-15,8.39E-15,up
Fancd2,1.972396773,0.979949797,0.002635582,0.006629842,up
Gng10,1.9629058,0.972990939,0.002858335,0.007159228,up
Sfrp4,1.962203508,0.972474677,0.013783905,0.031176905,up
Gfra4,1.959295103,0.970334708,0.000177033,0.000506959,up
Psma8,1.951547938,0.964618901,0.006020263,0.014395363,up
Ccnb1ip1,1.937479559,0.954181089,0.000207345,0.000589749,up
Oaz2,1.934853203,0.952224114,0,0,up
Taf9b,1.934068128,0.951638615,8.30E-05,0.000246794,up
H19,1.928620654,0.947569403,0,0,up
Asz1,1.924408002,0.944414703,1.20E-05,3.88E-05,up
Zpbp,1.917607973,0.939307813,0.018415423,0.04089055,up
Tmem242,1.916373197,0.938378541,0,0,up
Gab3,1.90877107,0.932644083,6.77E-05,0.00020324,up
Selenop,1.908535625,0.932466116,0,0,up
Gpm6a,1.904398274,0.929335227,1.07E-12,5.68E-12,up
Fam84a,1.902143393,0.927626008,0.018517574,0.041103528,up
Sycp3,1.887945977,0.916817483,0,0,up
Pet2,1.885999051,0.91532895,0.002319664,0.005873236,up
Isoc2a,1.884431365,0.91412925,3.89E-06,1.32E-05,up
Gm4707,1.883965728,0.913772721,0.009889993,0.022938661,up
Rab26os,1.882260361,0.912466201,8.04E-09,3.34E-08,up
Gm21988,1.880612321,0.911202475,2.36E-06,8.14E-06,up
Xlr4c,1.877378436,0.908719493,0.007064381,0.01672422,up
Ube2v1,1.862533071,0.897266042,6.50E-08,2.53E-07,up
Tsga8,1.861863556,0.896747351,4.10E-05,0.000125582,up
Dazl,1.851673029,0.888829368,0,0,up
Cyct,1.849607691,0.887219302,0.008393014,0.01963465,up
Marcksl1,1.840758044,0.880300006,0,0,up
Nr4a1,1.840561224,0.88014574,2.60E-06,8.93E-06,up
Rasd2,1.836353398,0.876843726,0.019559324,0.043275087,up
Sohlh1,1.836191917,0.876716856,0,0,up
Csdc2,1.816281264,0.860987632,5.72E-13,3.11E-12,up
Hmga1,1.807856166,0.854279901,1.52E-10,7.03E-10,up
Mn1,1.799237111,0.847385323,0.000475997,0.001299498,up
Gm47918,1.795467338,0.844359409,0.009959961,0.023084703,up
Dppa3,1.793006556,0.842380764,0,0,up
Lad1,1.792403329,0.841895311,0.00010568,0.000310081,up
Taf7l,1.789536683,0.839586117,0,0,up
Rec114,1.776607387,0.829124895,0.016511781,0.036891354,up
Gm21190,1.761068547,0.816451065,0.006027602,0.01440943,up
Nop53,1.76104257,0.816429784,0,0,up
Crlf1,1.760868624,0.816287276,7.06E-12,3.56E-11,up
Upk3b,1.758075673,0.81399717,0,0,up
Rab4b,1.756464446,0.812674374,2.54E-05,7.94E-05,up
Stard5,1.75480697,0.811312342,4.44E-16,2.85E-15,up
Nme3,1.754407295,0.810983716,0.001305986,0.003402927,up
Olfml1,1.751341386,0.808460333,0.007543983,0.017761852,up
Tmsb10,1.750911721,0.808106346,0,0,up
Dact2,1.750431894,0.80771093,0.007200546,0.017014,up
Mmd,1.744618387,0.802911499,3.14E-14,1.84E-13,up
Map7d2,1.739927514,0.799027204,1.16E-08,4.77E-08,up
Tagap1,1.739490237,0.798664582,1.96E-07,7.39E-07,up
Mbl2,1.738906155,0.798180076,8.83E-05,0.000261844,up
Ccdc163,1.717192888,0.780052103,4.48E-06,1.50E-05,up
Zcwpw1,1.715441551,0.778579971,1.05E-07,4.01E-07,up
Txnl4b,1.708213999,0.772488722,0.017535717,0.039077566,up
4930502E18Rik,1.703138661,0.768195896,2.16E-05,6.81E-05,up
Usp2,1.692266944,0.758957162,8.56E-05,0.000254298,up
Mospd3,1.68769938,0.755057948,9.88E-15,5.93E-14,up
Ccdc92,1.685047006,0.752788838,9.54E-06,3.11E-05,up
Wfdc6a,1.684318306,0.752164808,5.25E-11,2.50E-10,up
Gnaz,1.666118403,0.73649093,0.005103799,0.012323124,up
Adad2,1.66192691,0.732856935,0.000526086,0.001427576,up
Pramef12,1.656525198,0.728160149,0.011922803,0.02729204,up
Akr1c14,1.653618971,0.725626845,0,0,up
Yod1,1.653558117,0.725573752,4.70E-05,0.000143381,up
Setd4,1.649142857,0.721716378,0.001896906,0.004855667,up
Piwil2,1.643663977,0.716915392,0.001532066,0.003959155,up
Tsacc,1.639072737,0.712879878,0.000466462,0.00127558,up
Rps17,1.636543308,0.710651781,0,0,up
Phactr3,1.636001208,0.710173814,0.01618661,0.036222118,up
Spc25,1.634090666,0.708488032,2.68E-05,8.37E-05,up
Gm11808,1.633775558,0.708209805,0,0,up
Gm33321,1.632006786,0.706647056,0.012162201,0.027778854,up
Sfxn3,1.62827477,0.703344174,0,0,up
Bmp3,1.616374537,0.69276153,0.02036275,0.044907014,up
Cox6a1,1.603795706,0.681490381,0,0,up
Atmin,1.600476516,0.678501508,1.35E-06,4.73E-06,up
Ubl7,1.592420792,0.671221614,0,0,up
Btg2,1.590070236,0.669090493,0,0,up
Znrf3,1.588287105,0.667471723,5.16E-05,0.000156521,up
Elavl2,1.571809814,0.652426665,1.17E-05,3.79E-05,up
Klf11,1.570496657,0.651220872,3.76E-07,1.38E-06,up
2610001J05Rik,1.558876249,0.640506405,0,0,up
Bloc1s1,1.545151,0.627747833,0,0,up
Timm23,1.535661416,0.618860165,0.000740242,0.00197965,up
Notch2,1.530789294,0.614275716,0,0,up
Tmem250-ps,1.527799139,0.611454884,3.71E-07,1.37E-06,up
Kdm1b,1.519143979,0.60325861,1.04E-05,3.38E-05,up
Cetn4,1.517748015,0.601932286,0.002260633,0.005732578,up
Smc1b,1.51691377,0.601139077,0,0,up
Polr2l,1.516521886,0.600766319,0,0,up
Sycp1,1.515770045,0.600050901,0,0,up
Capn6,1.50742445,0.592085698,0.00191983,0.004909264,up
Rpl4,1.504800448,0.589572183,0,0,up
Epdr1,1.500890219,0.585818456,3.35E-07,1.24E-06,up
Tdrkh,1.499582706,0.584561093,0.01624117,0.036327773,up
Ccdc117,1.497600917,0.582653224,0.002388763,0.006037372,up
Crygb,1.49712585,0.582195501,3.33E-15,2.06E-14,up
Ddit4,1.490682265,0.575972784,0,0,up
Tspan13,1.490433514,0.575732021,0.000304058,0.000847405,up
Tomm6,1.489988077,0.575300786,4.29E-10,1.92E-09,up
Ogg1,1.487537584,0.57292612,0.011055466,0.025456783,up
Gm10076,1.485580275,0.571026565,0,0,up
Plekhf1,1.482498556,0.568030699,2.59E-05,8.11E-05,up
Foxo4,1.482288922,0.56782668,0.0183558,0.040776466,up
Rps6,1.4796603,0.565266,0,0,up
Otud1,1.479444861,0.565055928,0.01148664,0.02638708,up
Arl6ip5,1.47163295,0.557417884,6.66E-16,4.25E-15,up
C230035I16Rik,1.461034646,0.54699039,0.000209414,0.00059512,up
Gm14964,1.459451155,0.545425928,2.16E-05,6.79E-05,up
Tdrd1,1.459171082,0.545149043,0.011486361,0.02638708,up
Usp50,1.45785972,0.543851906,3.60E-12,1.85E-11,up
Trim6,1.4558992,0.541910473,0.00210256,0.005353005,up
Kpna2,1.454737083,0.540758436,3.66E-05,0.00011291,up
Klc2,1.454600038,0.540622519,1.46E-05,4.66E-05,up
Dyrk1b,1.45367056,0.539700354,0.002282773,0.005785754,up
Alkbh4,1.452989301,0.53902408,0.008220485,0.019251526,up
Pcgf5,1.452494426,0.538532627,6.99E-06,2.31E-05,up
Repin1,1.452197743,0.538237916,0.000694597,0.001862615,up
Ppp1r8,1.450905371,0.536953429,3.23E-07,1.20E-06,up
Rps27,1.445746948,0.531815056,0,0,up
Rnf26,1.444414063,0.530484372,5.18E-08,2.03E-07,up
Siah1b,1.436454207,0.522512001,0.000204297,0.000581663,up
Plk2,1.43621676,0.522273504,0.000331218,0.000918876,up
Ahcy,1.435049712,0.521100715,1.64E-07,6.18E-07,up
Hmgn2,1.430393976,0.516412565,0,0,up
Ndufa3,1.428860237,0.514864807,0,0,up
Klf10,1.428756532,0.514760094,0.000601846,0.001624467,up
Commd5,1.428287318,0.514286225,0.016590269,0.037049977,up
Ccar2,1.42600302,0.511977037,5.67E-06,1.89E-05,up
B2m,1.424391437,0.510345667,0,0,up
Prkaca,1.423966317,0.509915021,5.67E-12,2.87E-11,up
Psap,1.421287447,0.50719836,0,0,up
Rmdn3,1.421224438,0.507134401,0.000703636,0.001885578,up
Tmem171,1.419309843,0.505189572,7.69E-08,2.98E-07,up
Cenpm,1.416740219,0.502575242,0.013918637,0.031463659,up
Enpp4,1.415311239,0.501119349,0.001472872,0.003812661,up
Eln,1.414962247,0.500763561,1.07E-13,6.07E-13,up
Fam110c,1.410774258,0.496487157,4.23E-05,0.000129628,up
Klf4,1.407556072,0.493192396,1.66E-05,5.29E-05,up
Man2b2,1.403799138,0.489336523,0.004575972,0.011134303,up
Nipsnap2,1.402571541,0.48807436,2.22E-16,1.44E-15,up
Dlk1,1.396572617,0.481890591,0.000145888,0.000420878,up
Gm2000,1.396551778,0.481869064,3.69E-06,1.25E-05,up
Aard,1.396269416,0.481577342,0,0,up
Npr1,1.395346477,0.4806234,4.62E-08,1.81E-07,up
Hs3st3a1,1.394191405,0.479428639,1.88E-05,5.96E-05,up
Casp7,1.393980704,0.479210591,0.011292509,0.025975396,up
Ptk7,1.390929313,0.476049104,4.40E-11,2.11E-10,up
Cpeb1,1.390363419,0.475462029,0.004541745,0.011053741,up
Rpl41,1.387830247,0.472831115,0,0,up
Rbp4,1.387205768,0.472181802,2.37E-05,7.44E-05,up
Btg1,1.378110778,0.462691863,0,0,up
Dmrta1,1.375613435,0.460075111,1.50E-05,4.78E-05,up
Pmf1,1.375410681,0.459862455,2.31E-07,8.65E-07,up
Erh,1.373209713,0.457551967,0,0,up
Styx,1.365834251,0.449782417,0.000403362,0.001109006,up
Anapc11,1.365597982,0.449532832,0,0,up
Tpbg,1.363563936,0.447382348,0.014807673,0.033355203,up
Hccs,1.362913919,0.446694445,0.000191987,0.000548509,up
Rps28,1.362744845,0.446515463,0,0,up
Slirp,1.361066271,0.444737314,0,0,up
Pced1b,1.358950005,0.442492382,0.000746698,0.001995297,up
Acsf2,1.357881613,0.441357703,4.30E-05,0.000131631,up
Eefsec,1.355920563,0.439272661,0.000309667,0.000862549,up
Ttyh2,1.353769821,0.436982461,0,0,up
Ptp4a1,1.351480432,0.434540623,0,0,up
Per3,1.351225872,0.434268856,0.001878898,0.004810817,up
Rpl27,1.341537448,0.423887327,0,0,up
Isg15,1.341367462,0.423704511,4.78E-05,0.000145581,up
Lockd,1.341289037,0.423620159,0.002672356,0.006718931,up
Pik3ip1,1.34016224,0.422407664,2.40E-13,1.33E-12,up
Chtf8,1.339591721,0.421793365,2.30E-05,7.23E-05,up
Zfp787,1.339114074,0.421278864,0,0,up
Aldh6a1,1.339104793,0.421268864,1.60E-05,5.10E-05,up
Tmem9b,1.334424384,0.416217557,1.76E-05,5.60E-05,up
Gm30025,1.331960133,0.413550902,0.000812499,0.002161491,up
Rpl14,1.330914612,0.412418014,0,0,up
Snrpg,1.329663648,0.411061348,0,0,up
Pnrc2,1.328892157,0.410224031,4.14E-14,2.40E-13,up
Syce2,1.324949198,0.405937045,1.21E-05,3.91E-05,up
A530020G20Rik,1.324473976,0.405419497,0.017292517,0.038552977,up
Fundc1,1.324103197,0.405015566,7.88E-08,3.05E-07,up
Rnf114,1.322702391,0.403488491,3.98E-05,0.000122186,up
Tram1,1.32108349,0.401721645,3.98E-12,2.04E-11,up
Btg3,1.31954212,0.400037403,0.000921236,0.002436023,up
Rpl37,1.318929478,0.399367427,0,0,up
Slc40a1,1.316521886,0.396731505,4.00E-15,2.46E-14,up
Gm37350,1.315029282,0.395094924,6.23E-05,0.000187609,up
Ppp1r15a,1.31402807,0.393996094,0.000371014,0.001024053,up
Gm26699,1.311998448,0.391766013,1.64E-06,5.73E-06,up
Prss35,1.311158694,0.390842311,8.18E-11,3.86E-10,up
Uchl1,1.308912305,0.388368442,1.18E-13,6.64E-13,up
Kalrn,1.307948296,0.387305511,0.000296182,0.00082732,up
Rps15,1.30764905,0.386975399,0,0,up
Lypla1,1.306196736,0.385372208,0.000835468,0.002220506,up
Pdk2,1.305001195,0.384051128,0.000311459,0.000867052,up
Cisd3,1.302712097,0.38151828,0.008197326,0.01920123,up
Mdfi,1.301514279,0.38019114,2.41E-09,1.04E-08,up
Morf4l1,1.301123984,0.379758443,0,0,up
Dazap2,1.300141804,0.378668984,7.88E-15,4.77E-14,up
Atg13,1.299555404,0.378018141,0.01813669,0.04031236,up
Hba-a2,1.29896696,0.377364736,0,0,up
Alg2,1.296790409,0.374945326,0.000289332,0.000808986,up
S100a8,1.29668796,0.374831346,1.79E-06,6.24E-06,up
Rps19,1.296172805,0.37425807,0,0,up
Rpl37a,1.296085832,0.374161262,0,0,up
Elovl5,1.293624427,0.371418825,8.01E-07,2.88E-06,up
H1f0,1.293214944,0.370962084,0,0,up
Arl5b,1.293162121,0.370903154,0.021973786,0.048223367,up
Pdcd4,1.292754066,0.370447842,0,0,up
Lrrc8a,1.292348887,0.369995597,8.75E-06,2.87E-05,up
Hist1h2ae,1.284061976,0.360714837,0.006501102,0.015466603,up
Fosl2,1.283460117,0.360038466,0.0002418,0.000682352,up
Wdr45,1.282578152,0.359046737,0.000210362,0.000597643,up
Marf1,1.282128103,0.358540416,1.39E-11,6.87E-11,up
Rogdi,1.28043582,0.356634941,0.000474831,0.001296852,up
Kat2a,1.278405316,0.354345312,0.003710144,0.009152521,up
Snapin,1.278405316,0.354345312,1.29E-09,5.65E-09,up
Ccng2,1.276329982,0.352001372,0.005140406,0.012402429,up
Dnajb9,1.27470194,0.350159945,1.34E-06,4.72E-06,up
Rnf122,1.27392193,0.349276868,0.017396892,0.038781307,up
Pdia5,1.272748655,0.347947541,0.007398694,0.017453014,up
Cbfb,1.270501728,0.345398337,0.000107507,0.000314975,up
Vsig10,1.267864871,0.342400992,4.45E-06,1.50E-05,up
Spry2,1.265911443,0.340176484,2.02E-06,6.99E-06,up
Cstf2t,1.265621262,0.339845742,0.019347306,0.042839535,up
Gata1,1.265010457,0.339149311,0.005221372,0.012580899,up
Gm14305,1.264864865,0.338983259,0.003892151,0.009568104,up
Man1b1,1.262296378,0.336050684,0.021323385,0.046894853,up
Stard7,1.26222297,0.335966783,0.000119404,0.000347822,up
Tmem123,1.261550073,0.335197471,0.002340716,0.005923507,up
Sf3b4,1.260453094,0.333942431,2.66E-09,1.14E-08,up
0610010K14Rik,1.259898334,0.333307322,0.000207988,0.000591406,up
Mov10l1,1.256144527,0.329002464,1.79E-06,6.21E-06,up
Rpl18a,1.2558221,0.328632107,0,0,up
Eif4a2,1.254658779,0.327295058,0,0,up
Casp12,1.254106689,0.326660085,0.011981583,0.027416967,up
Fkbp6,1.252631015,0.324961505,1.60E-05,5.09E-05,up
Isca1,1.252215194,0.324482512,0.002298526,0.005822698,up
Sf3a2,1.248633417,0.320349982,0.000116714,0.000340385,up
Atf6b,1.247884043,0.319483881,0.00268651,0.006751085,up
Rpl36,1.247072815,0.318545705,0,0,up
Ctdsp1,1.246777277,0.318203767,0.000272952,0.000765567,up
Btf3l4,1.246392414,0.317758358,5.07E-05,0.000154034,up
Fscn1,1.246215254,0.317553281,0.001350682,0.003511524,up
Dynlt1c,1.245343109,0.316543279,0.000861328,0.002285858,up
Skp1a,1.24360103,0.314523717,0,0,up
Atp6v0e2,1.242894057,0.313703328,0.015964134,0.035756623,up
Arfip1,1.24259714,0.313358639,0.020270207,0.044717881,up
Eef1g,1.241142663,0.311668956,0,0,up
Snrpb2,1.241024438,0.311531525,1.11E-16,7.31E-16,up
Trim32,1.238312775,0.308375759,0.009394967,0.021841726,up
Efna1,1.237138893,0.30700748,0.000227305,0.000643652,up
Tsc22d3,1.235652772,0.305273392,0.000950772,0.002512445,up
Akap7,1.235191615,0.304734864,0.000655914,0.001763907,up
Get4,1.233539271,0.302803646,5.82E-08,2.27E-07,up
Atf3,1.225826122,0.293754354,0.012003783,0.027461413,up
Krt10,1.225631288,0.293525032,0.01507529,0.033884715,up
Inha,1.224522835,0.292219677,0,0,up
Asna1,1.223232034,0.290698093,0.0001543,0.00044411,up
Nbl1,1.220927225,0.287977209,1.66E-13,9.31E-13,up
Scarb1,1.219624014,0.286436462,0.004824476,0.011685783,up
Ap3s1,1.219316842,0.286073061,3.01E-08,1.20E-07,up
Ndufa2,1.219038974,0.285744252,0,0,up
